97,一一,  Yi yi    Yi yi: A One and a Two,8.9,"
                            导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...
                            2000 / 台湾 日本 / 剧情 爱情 家庭
                        ",https://movie.douban.com/subject/1292434/
98,告白,  自白    母亲,8.7,"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...
                            2010 / 日本 / 剧情 惊悚
                        ",https://movie.douban.com/subject/4268598/
99,加勒比海盗,  Pirates of the Caribbean: The Curse of the Black Pearl,8.6,"
                            导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...
                            2003 / 美国 / 动作 冒险 奇幻
                        ",https://movie.douban.com/subject/1298070/
100,阳光姐妹淘,  써니,8.8,"
                            导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
                            2011 / 韩国 / 剧情 喜剧
                        ",https://movie.douban.com/subject/4917726/
101,穿条纹睡衣的男孩,  The Boy in the Striped Pajamas,8.9,"
                            导演: 马克·赫门 Mark Herman   主演: 阿沙·巴特菲尔德 Asa Butterfield / ...
                            2008 / 英国 美国 / 剧情 战争
                        ",https://movie.douban.com/subject/3008247/
102,摩登时代,  Modern Times,9.2,"
                            导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...
                            1936 / 美国 / 喜剧 剧情 爱情
                        ",https://movie.douban.com/subject/1294371/
103,阿凡达,  Avatar,8.6,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...
                            2009 / 美国 英国 / 动作 战争 科幻 冒险
                        ",https://movie.douban.com/subject/1652587/
104,上帝之城,  Cidade de Deus,8.9,"
                            导演: Kátia Lund / Fernando Meirelles   主演: Alexandre Rodrigues / Lea...
                            2002 / 巴西 法国 / 犯罪 剧情
                        ",https://movie.douban.com/subject/1292208/
105,爱在黎明破晓前,  Before Sunrise,8.7,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情
                        ",https://movie.douban.com/subject/1296339/
106,消失的爱人,  Gone Girl,8.7,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        ",https://movie.douban.com/subject/21318488/
107,风之谷,  風の谷のナウシカ,8.8,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...
                            1984 / 日本 / 动画 奇幻 冒险
                        ",https://movie.douban.com/subject/1291585/
108,爱在日落黄昏时,  Before Sunset,8.7,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2004 / 美国 / 剧情 爱情
                        ",https://movie.douban.com/subject/1291990/
109,侧耳倾听,  耳をすませば,8.8,"
                            导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...
                            1995 / 日本 / 剧情 爱情 动画
                        ",https://movie.douban.com/subject/1297052/
110,超脱,  Detachment,8.8,"
                            导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...
                            2011 / 美国 / 剧情
                        ",https://movie.douban.com/subject/5322596/
111,红辣椒,  パプリカ,8.9,"
                            导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...
                            2006 / 日本 / 动画 悬疑 科幻 惊悚
                        ",https://movie.douban.com/subject/1865703/
